title,year,kdrama_id,director,screenwriter,tot_eps,duration,start_dt,end_dt,aired_on,org_net,content_rt,synopsis,rank,pop,music_score,story_score,acting_cast_score,rewatch_value_score,overall_score,n_helpful
4 Reasons Why I Hate Christmas,2019.0,b5fb6c7bf2b242ca831f2a7c37580be8,['Yoo Hee Woon'],['Bang Yoo Jung'],6.0,960.0,12/7/2019,12/25/2019,"Wednesday, Saturday",Naver TV Cast vLive,15+ - Teens 15 or older,A web-drama about 4 young adults who hate Christmas who meet by chance and spend the month of December together. They unexpectedly become a part of each others lives as Christmas nears. ,5422.0,3709.0,7.1,7.4,8.0,6.2,7.5,1.0
"Maybe, Maybe Not",2019.0,44b539b9338a4010bb545554b50648c8,Others,Others,8.0,600.0,3/12/2019,5/7/2019,Tuesday,Others,G - All Ages,"A girl who can read minds has always been an outsider at her university due to her sensitivity to what other people think of her. Suddenly, she meets a senior classmate, and to her surprise, she can't read his mind. As they begin spending time together, they start falling in love.(Source: MyDramaList) ",5622.0,3103.0,7.0,7.9,7.0,6.1,7.4,1.0
Abyss,2019.0,3c0c9e36cc664261b87aa2d6855f054c,['Yoo Je Won'],['Moon Soo Yeon'],16.0,3600.0,5/6/2019,6/25/2019,"Monday, Tuesday",Netflix tvN,15+ - Teens 15 or older,"“Abyss” is about a man and a woman who tragically die and are given another chance at life through soul-reviving marbles in a magical abyss.Go Se Yeon was a tough, accomplished, and unrivaled beautiful female prosecutor who worked in the Seoul District public Office but gets into a fatal accident and dies. However, due to the mysterious magical marble—Abyss—Go Se Yeon is revived, but now in a totally different appearance. Go Se Yeon now possesses a common appearance based on how “good” her spirit was in her previous life.Cha Min was the highly intelligent heir to Korea’s top cosmetics company but was also a smart, humble, and kind-hearted man. Although he has both the brains and an astounding amount of wealth, he considers himself unattractive and is insecure about his looks. Like Go Se Yeon, Cha Min gets into an accident and dies. Due to the mysterious magical marble—Abyss—he comes back to life with a different appearance as an exceedingly handsome man just as bright as the spirit he had in his previous life.Go Se Yeon and Cha Min begin to work as a lawyer and an administrator at a private law firm and decide to investigate the magical incident. Romance blooms in the office as the two intertwine together to accept their same fate.(Source: AsianWiki, Soompi)",3036.0,67.0,6.5,5.1,7.7,3.9,5.9,40.0
Best Chicken,2019.0,8983ed7e3fa9489f9c89f6b03c2e989b,['Lee Seung Hoon'],"['Jo Ah Young', 'Park Chan Young']",12.0,3900.0,1/2/2019,2/7/2019,"Wednesday, Thursday",DramaX MBN Viki,15+ - Teens 15 or older,"A man works for a big company although his dream is to run a chicken restaurant. A  woman who lives at a bathhouse that her late grandfather left behind, only leaves her home when she absolutely has to.  She wants to become a webtoon writer. These two meet and grow with each other.(Source: MyDramaList) ",7182.0,2744.0,6.6,7.2,7.1,5.5,7.2,1.0
Arthdal Chronicles Part 3: The Prelude to All Legends,2019.0,54f068a333ea4d91bc9056d8fcb09366,['Kim Won Suk'],"['Kim Young Hyun', 'Park Sang Yeon']",6.0,4800.0,9/7/2019,9/22/2019,"Saturday, Sunday",Netflix tvN,15+ - Teens 15 or older,"Ta Gon gets what he wants as he sits atop his throne. However, now his life and throne are threatened when Eun Seom begins to gather power among the slaves and peasants of Arth as he starts to fight back against the elite. Although Ta Gon has so far kept his half-Neanthal heritage a secret from the world, his eyes shine purple, preparing to go all out in fighting Eun Seom.Meanwhile, Taealha faces the threat of assassination from an unknown adversary, while Tanya struggles to adjust to her newfound power in Arthdal.",196.0,604.0,8.2,9.2,9.7,7.8,8.5,8.0
A-Teen Season 2,2019.0,e82314c1d8f0473fa0f00f0927a1e79a,['Han Soo Ji'],['Kim Sa Ra'],20.0,900.0,4/21/2019,6/27/2019,"Thursday, Sunday",Naver TV Cast vLive,15+ - Teens 15 or older,Season 2 of “A-TEEN” will focus on the changes in the lives of the lead characters as they approach the ages of 18 and 19 (by Korean reckoning). The show will realistically showcase the conflicts and worries the characters will have ahead of what seems like the greatest hurdle in their lives—the college entrance exam. It will also realistically display the many choices they will make in the process of preparing for the exam.,2232.0,888.0,8.6,7.9,8.7,6.7,8.2,2.0
Beautiful World,2019.0,257807f45ab945328a60505b4a76b37f,['Park Chan Hong'],['Kim Ji Woo'],16.0,3600.0,4/5/2019,5/25/2019,"Friday, Saturday",jTBC Viki,15+ - Teens 15 or older,"This drama is about a boy on the edge of life and death, and his family's quest to find the truth.  Amidst the lies and secrets, mistrust and pain, the family looks for hope in this crazy world.  Mu Jin, is a teacher and a father. His wife, In Ha, runs 'Ho Ho Bakery' and they have a 9th-grade son and an 8th-grade daughter.  For the sake of their kids' education, they move to a different neighborhood. One day, at their new competitive school, Sun Ho gets into an accident, causing him to become brain dead.  The father and mother, filled with great guilt and rage because of the accident, investigate to find out what happened to cause the accident.  Su Ho, Sun Ho's baby sister, also sets out on her own to find out the truth behind her brother's accident.(Source: JTBC)",406.0,1284.0,8.4,8.9,9.3,7.0,8.8,3.0
"Beautiful Love, Wonderful Life",2019.0,40d2e9e6449347dfbf0a0d1f11ef962a,['Han Joon Seo'],['Bae Yoo Mi'],100.0,2100.0,9/28/2019,3/22/2020,"Saturday, Sunday",KBS2,13+ - Teens 13 or older,"Life is hard, but finding love and happiness can seem nearly impossible. That’s why some, like Kim Seol Ah have decided to focus on a career, rather than waste time and energy on relationships that inevitably end in disaster. A successful career woman, Seol Ah seems to have it all together on the outside, but on the inside, she still longs for the one thing that will make her truly happy.But Seol Ah isn’t the only one struggling. The eldest son of his family, Moon Tae Rang, is a young chef struggling to support the people he loves most while attempting to follow his dreams. He sincerely loves his family, but they have a way of making life difficult at times.Kim Chung Ah knows all about difficulties. Having spent the past eight years studying for the civil service exam, she has given up on any hopes of dating and marriage. As much as she would love to get married and have a family someday, the only thing she has time to think about now is working hard so she can pass the upcoming exam.On the other end of the spectrum, Goo Joon Hwi has absolutely no interest in marriage, relationships, or other people’s affairs. Completely focused on himself and his work, Joon Hwi could happily spend the rest of his life alone, or so he thought...Setting out on an unexpected journey towards love, four souls find that love and happiness often show up in life when you least expect them.(Source: Viki)",3137.0,1565.0,7.9,8.2,9.0,6.5,8.1,4.0
Be Melodramatic,2019.0,dc7a118b1dc744c0a9cac8ac00ffff01,['Kim Hye Young'],['Kim Young Young'],16.0,3900.0,8/9/2019,9/28/2019,"Friday, Saturday",jTBC Viki,15+ - Teens 15 or older,"Im Jin Joo, Lee Eun Jung, and Hwang Han Joo are best friends who are  30-years-old.Hwang Han Joo is the head of a marketing team for a drama production company. She is a single mother who struggles to balance her work and personal life as she is raising a kid.Im Jin Joo is a drama writer with a lot of emotional ups and downs. Her personality is unique, talking to a luxurious purse at times. Even though she is a drama writer, she tries to write her scripts in a literary style. Lee Eun Jung is a documentary director. She runs her own  production company, although she's the only employee. One of her documentaries  surprisingly becomes popular overnight.(Source: MyDramaList)",668.0,334.0,8.0,8.0,8.8,7.2,7.9,21.0
"Arthdal Chronicles Part 2: The Sky Turning Inside Out, Rising Land",2019.0,aa5db9eb510e410795e7f18a7e4018c0,['Kim Won Suk'],"['Kim Young Hyun', 'Park Sang Yeon']",6.0,4860.0,6/22/2019,7/7/2019,"Saturday, Sunday",Netflix tvN,15+ - Teens 15 or older,"Ta Gon has now become the most powerful man in Arthdal. He has an affectionate relationship only with Taealha, the daughter of the rival Hae Tribe, because of their shared ambitions.Sa Ya has been kept confined in a tower because he is an Igutu, a hybrid between a Saram and Nweantal. Ta Gon chose to spare Sa Ya’s life as a baby in the wars that wiped out all the Nweantals and brought him back to Arthdal. His relationship with Sa Ya is complicated as Igutus are hated in Arthdal. Tae Al Ha has helped Ta Gon raise him.Tan Ya, in an attempt to escape from the fortress of fire, where she and her tribe were held as hostages, goes into a room.  This room looks exactly like what EunSeom had described in his dreams. There she sees a boy that looks just like Eun Seom. What will happen after Sa Ya, who longs to escape his tower, and Tan Ya, who yearns for revenge against Arthdal, meet for the first time?(Source: Vishalingle at MyDramaList)",201.0,514.0,8.8,9.2,9.7,8.6,9.2,4.0
Anniversary Anyway,2019.0,2ab52e44ae8542ba809efd9bf39a0db9,Others,Others,14.0,420.0,5/21/2019,7/5/2019,"Tuesday, Friday",Others,Not Yet Rated,"“Anniversary Anyway” is a Naver V original web drama that tells the story of six teenagers who are experiencing first love as they each get ready to celebrate an anniversary.Hongseok has taken on the role of a sharp-minded 18-year-old boy named Hong Woo Jae who is a hopeless romantic for Cha Se Yi. Gyujin will play Gong Doo Jin, a boy who finds love more difficult than everything else in the world. ",5802.0,6591.0,8.7,8.8,8.8,6.5,8.3,2.0
A Place in the Sun,2019.0,53537436e4c143e5b004260f572cce19,['Kim Won Yong'],['Lee Eun Joo'],102.0,2100.0,6/3/2019,11/1/2019,"Monday, Tuesday, Wednesday, Thursday, Friday",KBS2,15+ - Teens 15 or older,"Kim Yoo Wol became an orphan and he was raised by foster parents. He worked extremely hard and passed his CPA exam. He enjoys happy days with his girlfriend Yoon Shi Wol, but he has a near-death experience. He changes his life and goes under the alias of Oh Tae Yang. He is dead to Yoon Shi Wol.Meanwhile, Yoon Shi Wol, who believes her boyfriend Kim Yoo Wol is dead, has a difficult time. She begins to work at the conglomerate company Yangji Group. There, she meets Oh Tae Yang.(Source: AsianWiki)",6662.0,4936.0,5.8,8.0,8.0,6.3,7.7,6.0
Love Alarm,2019.0,f420eb1a64584ccf82f230aa93cefc15,['Lee Na Jung'],"['Lee Ah Yeon', 'Seo Bo Ra']",8.0,3000.0,8/22/2019,8/22/2019,Thursday,Netflix,13+ - Teens 13 or older,"The cellphone app Love Alarm is created. If someone likes you and they are within 10 meters of you, the alarm for the app rings. The app also shows how many people like you, but the app doesn't reveal specific details on who likes you. Kim Jo Jo is a high school student. She is pretty and smart. She seems like a cheerful person, but her parents died when she was young. Since the death of her parents, Kim Jo Jo has lived with her aunt's family. Living there is not easy for Kim Jo Jo. She doesn't download the app as her phone isn’t new enough.Meanwhile, Hwang Sun Oh is a popular male student at the same high school that Kim Jo Jo attends. He is the son of a wealthy family, but he is not loved by his parents. His best friend, Lee Hye Yeong, also attends the same high school. Hwang Sun Oh notices that his best friend, Lee Hye Yeong, likes Kim Jo Jo. Hwang Sun Oh wants to know if his friend really likes her, so he kisses her.(Source: Dramanice)",7270.0,35.0,5.8,5.5,6.8,4.3,5.7,64.0
Alive,2019.0,fe5b133723804d508f7c6e0ad3132a65,Others,Others,8.0,600.0,8/17/2019,8/28/2019,"Wednesday, Saturday",Naver TV Cast,15+ - Teens 15 or older,"Tells the story of a protagonist joining a group through high-level competitors while working at the infamous counseling center. The horrible secrets hidden in a call center full of extraordinary things, such as the profanity of rude customers and new colleagues, are expected to bring frightening fun. In particular, the genre of digital content is notable for the horror genre. As the new employee who will lead the content, the new Cho Seung Hyun has been confirmed.",5554.0,6362.0,6.0,8.2,7.3,5.8,7.8,1.0
Angel's Last Mission: Love,2019.0,3eb2d9b2312a4c2eb2501eac60db87b7,['Lee Jung Sub'],['Choi Yoon Kyo'],32.0,2100.0,5/22/2019,7/11/2019,"Wednesday, Thursday",KBS2,15+ - Teens 15 or older,"Lee Yeon Seo, is a cynical and arrogant ballerina. She is the prima ballerina, but after an accident she has to give up her dream. After her parents' sudden death, she doesn’t trust anyone since there are a lot of people lurking around her and her inherited money.  Because of her distrust and arrogance, she is unable to love anyone. Kim Dan is an optimistic, carefree angel who is always getting into trouble. In order to return to heaven, he is tasked with a mission to find true love for the talented but emotionally distant ballerina.",623.0,73.0,8.9,7.5,8.8,6.4,8.0,53.0
Love in Sadness,2019.0,6caec5874958464ea0b6ef474b6f7ab5,['Choi Yi Sup'],['Song Jung Rim'],40.0,1800.0,2/23/2019,4/27/2019,Saturday,MBC,Not Yet Rated,"“Love in Sadness” is a love story that encapsulates the mythical-like fate of love that is so coveted that it ignores all bounds. In it, love outweighs what the world thinks, ignores the pain and anguish with it, and pursues its destiny. In the drama, Ma Ri is a beautiful girl, married into wealth with a seemingly perfect life. Ironically, her husband, In Wook, who looks like a more than ideal husband, is an obsessive lunatic who is also violently abusive. When he pushes her too far, she reaches out for help from Jung Won, an honest, smart, handsome plastic surgeon. And when he agrees to help her escape from her husband's hands, they fall in love. But In Wook, who is consumed by his obsession for her, isn't going to let her get away from his grasp. Watch as these two characters struggle to stay on their arduous road to love.(Source: Viki)",4905.0,2321.0,7.7,8.0,8.7,6.3,8.0,4.0
